Id;HR Date;Hour;Minute;HR
2026352035;25/04/2016;10;32;92
2026352035;25/04/2016;10;33;94
2026352035;25/04/2016;10;34;97
2026352035;25/04/2016;10;35;97
2026352035;25/04/2016;10;36;97
2026352035;25/04/2016;10;38;97
2026352035;25/04/2016;10;39;97
2026352035;25/04/2016;10;40;95
2026352035;25/04/2016;10;41;95
2026352035;25/04/2016;10;42;95
2026352035;25/04/2016;10;43;95
2026352035;25/04/2016;10;44;95
2026352035;25/04/2016;10;45;95
2026352035;25/04/2016;10;46;93
2026352035;25/04/2016;10;47;93
2026352035;25/04/2016;10;48;91
2026352035;25/04/2016;10;49;85
2026352035;25/04/2016;10;50;84
2026352035;25/04/2016;10;51;91
2026352035;25/04/2016;10;52;100
2026352035;25/04/2016;10;53;100
2026352035;25/04/2016;10;54;100
2026352035;25/04/2016;10;55;98
2026352035;25/04/2016;10;56;98
2026352035;25/04/2016;10;57;97
2026352035;25/04/2016;10;58;97
2026352035;25/04/2016;10;59;98
2026352035;25/04/2016;11;  -  ;99
2026352035;25/04/2016;11;1;103
2026352035;25/04/2016;11;2;97
2026352035;25/04/2016;11;3;97
2026352035;25/04/2016;11;4;103
2026352035;25/04/2016;11;5;120
2026352035;25/04/2016;11;6;118
2026352035;25/04/2016;11;7;112
2026352035;25/04/2016;11;8;112
2026352035;25/04/2016;11;27;104
2026352035;25/04/2016;11;28;94
2026352035;02/05/2016;18;39;104
2026352035;02/05/2016;18;40;109
2026352035;02/05/2016;18;41;95
2026352035;02/05/2016;18;42;90
2026352035;02/05/2016;18;43;91
2026352035;02/05/2016;18;44;90
2026352035;02/05/2016;18;45;88
2026352035;02/05/2016;18;46;90
2026352035;02/05/2016;18;47;90
2026352035;02/05/2016;18;48;97
2026352035;02/05/2016;18;49;101
2026352035;02/05/2016;18;50;93
2026352035;02/05/2016;18;51;97
2026352035;02/05/2016;18;52;101
2026352035;02/05/2016;18;53;93
2026352035;02/05/2016;18;54;78
2026352035;02/05/2016;18;55;79
2026352035;02/05/2016;18;56;78
2026352035;02/05/2016;18;57;75
2026352035;02/05/2016;18;58;75
2026352035;02/05/2016;18;59;78
2026352035;02/05/2016;19;  -  ;77
2026352035;02/05/2016;19;1;76
2026352035;02/05/2016;19;2;75
2026352035;02/05/2016;19;3;76
2026352035;02/05/2016;19;4;84
2026352035;02/05/2016;19;5;79
2026352035;02/05/2016;19;6;76
2026352035;02/05/2016;19;7;80
2026352035;02/05/2016;19;8;83
2026352035;02/05/2016;19;9;80
2026352035;02/05/2016;19;10;80
2026352035;02/05/2016;19;11;76
2026352035;02/05/2016;19;12;71
2026352035;02/05/2016;19;13;76
2026352035;02/05/2016;19;14;77
2026352035;02/05/2016;19;15;79
2026352035;02/05/2016;19;16;81
2026352035;02/05/2016;19;17;80
2026352035;02/05/2016;19;18;79
2026352035;02/05/2016;19;19;78
2026352035;02/05/2016;19;20;78
2026352035;02/05/2016;19;21;78
2026352035;02/05/2016;19;22;78
2026352035;02/05/2016;19;23;81
2026352035;02/05/2016;19;24;85
2026352035;02/05/2016;19;25;85
2026352035;02/05/2016;19;26;83
2026352035;02/05/2016;19;27;86
2026352035;02/05/2016;19;28;86
2026352035;02/05/2016;19;30;86
2026352035;02/05/2016;19;31;91
2026352035;02/05/2016;19;32;93
2026352035;02/05/2016;19;33;93
2026352035;02/05/2016;19;34;93
2026352035;02/05/2016;19;35;93
2026352035;02/05/2016;19;46;92
2026352035;02/05/2016;19;47;89
2026352035;02/05/2016;19;48;86
2026352035;02/05/2016;19;49;86
2026352035;02/05/2016;19;50;86
2026352035;02/05/2016;19;51;86
2026352035;02/05/2016;19;53;84
2026352035;02/05/2016;19;54;82
2026352035;02/05/2016;19;55;79
2026352035;02/05/2016;19;56;79
2026352035;02/05/2016;19;57;79
2026352035;02/05/2016;19;58;79
2026352035;02/05/2016;20;  -  ;79
2026352035;02/05/2016;20;1;79
2026352035;02/05/2016;20;2;79
2026352035;02/05/2016;20;3;81
2026352035;02/05/2016;20;4;81
2026352035;02/05/2016;20;5;81
2026352035;02/05/2016;20;10;80
2026352035;02/05/2016;20;11;74
2026352035;02/05/2016;20;12;73
2026352035;02/05/2016;20;13;73
2026352035;02/05/2016;20;14;73
2026352035;02/05/2016;20;15;73
2026352035;02/05/2016;22;24;73
2026352035;02/05/2016;22;25;73
2026352035;09/05/2016;16;8;76
2026352035;09/05/2016;16;9;83
2026352035;09/05/2016;16;10;93
2026352035;09/05/2016;16;11;100
2026352035;09/05/2016;16;12;105
2026352035;09/05/2016;16;13;108
2026352035;09/05/2016;16;14;106
2026352035;09/05/2016;16;15;101
2026352035;09/05/2016;16;16;94
2026352035;09/05/2016;16;17;86
2026352035;09/05/2016;16;18;89
2026352035;09/05/2016;16;19;90
2026352035;09/05/2016;16;20;90
2026352035;09/05/2016;16;21;97
2026352035;09/05/2016;16;22;99
2026352035;09/05/2016;16;23;97
2026352035;09/05/2016;16;24;102
2026352035;09/05/2016;16;25;98
2026352035;09/05/2016;16;26;99
2026352035;09/05/2016;16;27;93
2026352035;09/05/2016;16;28;98
2026352035;09/05/2016;16;29;113
2026352035;09/05/2016;16;30;122
2026352035;09/05/2016;16;31;118
2026352035;09/05/2016;16;32;118
2026352035;09/05/2016;16;33;115
2026352035;09/05/2016;16;34;106
2026352035;09/05/2016;16;35;100
2026352035;09/05/2016;16;36;101
2026352035;09/05/2016;16;37;108
2026352035;09/05/2016;16;38;109
2026352035;09/05/2016;16;39;112
2026352035;09/05/2016;16;40;112
2026352035;09/05/2016;16;41;112
2026352035;09/05/2016;16;42;119
2026352035;09/05/2016;16;43;114
2026352035;09/05/2016;16;44;112
2026352035;09/05/2016;16;45;113
2026352035;09/05/2016;16;46;110
2026352035;09/05/2016;16;47;106
2026352035;09/05/2016;16;48;108
2026352035;09/05/2016;16;49;108
2026352035;09/05/2016;16;50;110
2026352035;09/05/2016;16;51;114
2026352035;09/05/2016;16;52;111
2026352035;09/05/2016;16;53;106
2026352035;09/05/2016;16;54;102
2026352035;09/05/2016;16;55;96
2026352035;09/05/2016;16;56;99
2026352035;09/05/2016;16;57;105
2026352035;09/05/2016;16;58;106
2026352035;09/05/2016;16;59;105
2026352035;09/05/2016;17;  -  ;105
2026352035;09/05/2016;17;1;105
2026352035;09/05/2016;17;2;107
2026352035;09/05/2016;17;3;111
2026352035;09/05/2016;17;4;111
2026352035;09/05/2016;17;5;108
2026352035;09/05/2016;17;6;107
2026352035;09/05/2016;17;7;92
2026352035;09/05/2016;17;8;90
2026352035;09/05/2016;17;9;94
2026352035;09/05/2016;17;10;102
2026352035;09/05/2016;17;11;106
2026352035;09/05/2016;17;12;108
2026352035;09/05/2016;17;13;112
2026352035;09/05/2016;17;14;114
2026352035;09/05/2016;17;15;110
2026352035;09/05/2016;17;16;108
2026352035;09/05/2016;17;17;105
2026352035;09/05/2016;17;18;105
2026352035;09/05/2016;17;19;110
2026352035;09/05/2016;17;20;112
2026352035;09/05/2016;17;21;112
2026352035;09/05/2016;17;22;107
2026352035;09/05/2016;17;23;105
2026352035;09/05/2016;17;24;107
2026352035;09/05/2016;17;25;99
2026352035;09/05/2016;17;26;97
2026352035;09/05/2016;17;27;96
2026352035;09/05/2016;17;28;96
2026352035;09/05/2016;17;29;94
2026352035;09/05/2016;17;30;92
2026352035;09/05/2016;17;31;98
2026352035;09/05/2016;17;32;102
2026352035;09/05/2016;17;33;100
2026352035;09/05/2016;17;34;94
2026352035;09/05/2016;17;35;91
2026352035;09/05/2016;17;36;98
2026352035;09/05/2016;17;37;105
2026352035;09/05/2016;17;38;112
2026352035;09/05/2016;17;39;102
2026352035;09/05/2016;17;40;95
2026352035;09/05/2016;17;41;101
2026352035;09/05/2016;17;42;103
2026352035;09/05/2016;17;43;107
2026352035;09/05/2016;17;44;110
2026352035;09/05/2016;17;45;108
2026352035;09/05/2016;17;46;107
2026352035;09/05/2016;17;47;104
2026352035;09/05/2016;17;48;103
2026352035;09/05/2016;17;49;102
2026352035;09/05/2016;17;50;100
2026352035;09/05/2016;17;51;94
2026352035;09/05/2016;17;52;94
2026352035;09/05/2016;17;53;92
2026352035;09/05/2016;17;54;101
2026352035;09/05/2016;17;55;101
2026352035;09/05/2016;17;56;102
2026352035;09/05/2016;17;57;103
2026352035;09/05/2016;17;58;104
2026352035;09/05/2016;17;59;103
2026352035;09/05/2016;18;  -  ;98
2026352035;09/05/2016;18;1;96
2026352035;09/05/2016;18;2;94
2026352035;09/05/2016;18;3;93
2026352035;09/05/2016;18;4;91
2026352035;09/05/2016;18;5;90
2026352035;09/05/2016;18;6;88
2026352035;09/05/2016;18;7;87
2026352035;09/05/2016;18;8;93
2026352035;09/05/2016;18;9;94
2026352035;09/05/2016;18;10;94
2026352035;09/05/2016;18;11;102
2026352035;09/05/2016;18;12;104
2026352035;09/05/2016;18;13;104
2026352035;09/05/2016;18;14;99
2026352035;09/05/2016;18;15;90
2026352035;09/05/2016;18;16;91
2026352035;09/05/2016;18;17;90
2026352035;09/05/2016;18;18;90
2026352035;09/05/2016;18;19;90
2026352035;09/05/2016;18;20;82
2026352035;09/05/2016;18;21;73
2026352035;09/05/2016;18;22;80
2026352035;09/05/2016;18;23;84
2026352035;09/05/2016;18;24;90
2026352035;09/05/2016;18;25;95
2026352035;09/05/2016;18;26;94
2026352035;09/05/2016;18;27;99
2026352035;09/05/2016;18;28;100
2026352035;09/05/2016;18;29;96
2026352035;09/05/2016;18;30;101
2026352035;09/05/2016;18;31;100
2026352035;09/05/2016;18;32;98
2026352035;09/05/2016;18;33;94
2026352035;09/05/2016;18;34;100
2026352035;09/05/2016;18;35;100
2026352035;09/05/2016;18;36;91
2026352035;09/05/2016;18;37;87
2026352035;09/05/2016;18;38;86
2026352035;09/05/2016;18;39;84
2026352035;09/05/2016;18;40;82
2026352035;09/05/2016;18;41;83
2026352035;09/05/2016;18;42;84
2026352035;09/05/2016;18;43;92
2026352035;09/05/2016;18;44;104
2026352035;09/05/2016;18;45;99
2026352035;09/05/2016;18;46;90
2026352035;09/05/2016;18;47;87
2026352035;09/05/2016;18;48;87
2026352035;09/05/2016;18;49;90
2026352035;09/05/2016;18;50;93
2026352035;09/05/2016;18;51;89
2026352035;09/05/2016;18;52;90
2026352035;09/05/2016;18;53;101
2026352035;09/05/2016;18;54;96
2026352035;09/05/2016;18;55;84
2026352035;09/05/2016;18;56;85
2026352035;09/05/2016;18;57;81
2026352035;09/05/2016;18;58;81
2026352035;09/05/2016;18;59;83
2026352035;09/05/2016;19;  -  ;83
2026352035;09/05/2016;19;1;87
2026352035;09/05/2016;19;2;91
2026352035;09/05/2016;19;3;85
2026352035;09/05/2016;19;4;84
2026352035;09/05/2016;19;5;87
2026352035;09/05/2016;19;6;86
2026352035;09/05/2016;19;7;87
2026352035;09/05/2016;19;8;91
2026352035;09/05/2016;19;9;90
2026352035;09/05/2016;19;11;81
2026352035;09/05/2016;19;12;84
2026352035;09/05/2016;19;13;87
2026352035;09/05/2016;19;14;88
2026352035;09/05/2016;19;15;91
2026352035;09/05/2016;19;16;90
2026352035;09/05/2016;19;17;87
2026352035;09/05/2016;19;18;89
2026352035;09/05/2016;19;19;89
2026352035;09/05/2016;19;20;89
2026352035;09/05/2016;19;21;88
2026352035;09/05/2016;19;22;90
2026352035;09/05/2016;19;23;94
2026352035;09/05/2016;19;24;94
2026352035;09/05/2016;19;25;98
2026352035;09/05/2016;19;26;101
2026352035;09/05/2016;19;27;104
2026352035;09/05/2016;19;28;102
2026352035;09/05/2016;19;29;106
2026352035;09/05/2016;19;30;105
2026352035;09/05/2016;19;31;98
2026352035;09/05/2016;19;32;97
2026352035;09/05/2016;19;33;97
2026352035;09/05/2016;19;34;97
2026352035;09/05/2016;19;46;97
2026352035;09/05/2016;19;47;92
2026352035;09/05/2016;19;48;89
2026352035;09/05/2016;19;49;89
2347167796;12/04/2016;7;19;113
2347167796;12/04/2016;7;20;110
2347167796;12/04/2016;7;21;99
2347167796;12/04/2016;7;22;92
2347167796;12/04/2016;7;23;88
2347167796;12/04/2016;7;24;85
2347167796;12/04/2016;7;25;88
2347167796;12/04/2016;7;26;88
2347167796;12/04/2016;7;27;79
2347167796;12/04/2016;7;28;79
2347167796;12/04/2016;7;29;78
2347167796;12/04/2016;7;30;77
2347167796;12/04/2016;7;31;78
2347167796;12/04/2016;7;32;76
2347167796;12/04/2016;7;33;83
2347167796;12/04/2016;7;34;80
2347167796;12/04/2016;7;35;80
2347167796;12/04/2016;7;36;81
2347167796;12/04/2016;7;37;79
2347167796;12/04/2016;7;38;73
2347167796;12/04/2016;7;39;75
2347167796;12/04/2016;7;40;79
2347167796;12/04/2016;7;41;77
2347167796;12/04/2016;7;42;81
2347167796;12/04/2016;7;43;80
2347167796;12/04/2016;7;44;82
2347167796;12/04/2016;7;45;77
2347167796;12/04/2016;7;46;76
2347167796;12/04/2016;7;47;78
2347167796;12/04/2016;7;48;85
2347167796;12/04/2016;7;49;86
2347167796;12/04/2016;7;50;80
2347167796;12/04/2016;7;51;73
2347167796;12/04/2016;7;52;72
2347167796;12/04/2016;7;53;76
2347167796;12/04/2016;7;54;74
2347167796;12/04/2016;7;55;72
2347167796;12/04/2016;7;56;78
2347167796;12/04/2016;7;57;74
2347167796;12/04/2016;7;58;76
2347167796;12/04/2016;7;59;76
2347167796;12/04/2016;8;  -  ;79
2347167796;12/04/2016;8;1;75
2347167796;12/04/2016;8;2;80
2347167796;12/04/2016;8;3;78
2347167796;12/04/2016;8;4;86
2347167796;12/04/2016;8;5;84
2347167796;12/04/2016;8;6;90
2347167796;12/04/2016;8;7;93
2347167796;12/04/2016;8;8;84
2347167796;12/04/2016;8;9;78
2347167796;12/04/2016;8;10;71
2347167796;12/04/2016;8;11;62
2347167796;12/04/2016;8;12;62
2347167796;12/04/2016;8;13;67
2347167796;12/04/2016;8;14;68
2347167796;12/04/2016;8;15;68
2347167796;12/04/2016;8;16;64
2347167796;12/04/2016;8;17;68
2347167796;12/04/2016;8;18;80
2347167796;12/04/2016;8;19;80
2347167796;12/04/2016;8;20;78
2347167796;12/04/2016;8;21;83
2347167796;12/04/2016;8;22;89
2347167796;12/04/2016;8;23;75
2347167796;12/04/2016;8;24;72
2347167796;12/04/2016;8;25;75
2347167796;12/04/2016;8;26;78
2347167796;12/04/2016;8;27;75
2347167796;12/04/2016;8;28;76
2347167796;12/04/2016;8;29;80
2347167796;12/04/2016;8;30;80
2347167796;12/04/2016;8;31;80
2347167796;12/04/2016;8;32;76
2347167796;12/04/2016;8;33;80
2347167796;12/04/2016;8;34;85
2347167796;12/04/2016;8;35;85
2347167796;12/04/2016;8;36;82
2347167796;12/04/2016;8;37;80
2347167796;12/04/2016;8;38;90
2347167796;12/04/2016;8;39;103
2347167796;12/04/2016;8;40;139
2347167796;12/04/2016;8;41;169
2347167796;12/04/2016;8;42;168
2347167796;12/04/2016;8;43;149
2347167796;12/04/2016;8;44;144
2347167796;12/04/2016;8;45;137
2347167796;12/04/2016;8;46;140
2347167796;12/04/2016;8;47;137
2347167796;12/04/2016;8;48;128
2347167796;12/04/2016;8;49;118
2347167796;12/04/2016;8;50;110
2347167796;12/04/2016;8;51;101
2347167796;12/04/2016;8;52;97
2347167796;12/04/2016;8;53;95
2347167796;12/04/2016;8;54;105
2347167796;12/04/2016;8;55;87
2347167796;12/04/2016;8;56;85
2347167796;12/04/2016;8;57;88
2347167796;12/04/2016;8;58;96
2347167796;12/04/2016;8;59;106
2347167796;12/04/2016;9;  -  ;103
2347167796;12/04/2016;9;1;87
2347167796;12/04/2016;9;2;77
2347167796;12/04/2016;9;3;79
2347167796;12/04/2016;9;4;79
2347167796;12/04/2016;9;5;77
2347167796;12/04/2016;9;6;81
2347167796;12/04/2016;9;7;84
2347167796;12/04/2016;9;8;78
2347167796;12/04/2016;9;9;79
2347167796;12/04/2016;9;10;82
2347167796;12/04/2016;9;11;85
2347167796;12/04/2016;9;12;86
2347167796;12/04/2016;9;13;84
2347167796;12/04/2016;9;14;82
2347167796;12/04/2016;9;15;82
2347167796;12/04/2016;9;16;80
2347167796;12/04/2016;9;17;79
2347167796;12/04/2016;9;18;80
2347167796;12/04/2016;9;19;79
2347167796;12/04/2016;9;20;76
2347167796;12/04/2016;9;21;78
2347167796;12/04/2016;9;22;80
2347167796;12/04/2016;9;23;76
2347167796;12/04/2016;9;24;79
2347167796;12/04/2016;9;25;86
2347167796;12/04/2016;9;26;80
2347167796;12/04/2016;9;27;80
2347167796;12/04/2016;9;28;81
2347167796;12/04/2016;9;29;81
2347167796;12/04/2016;9;30;80
2347167796;12/04/2016;9;31;78
2347167796;12/04/2016;9;32;87
2347167796;12/04/2016;9;33;93
2347167796;12/04/2016;9;34;102
2347167796;12/04/2016;9;35;107
2347167796;12/04/2016;9;36;86
2347167796;12/04/2016;9;37;79
2347167796;12/04/2016;9;38;84
2347167796;12/04/2016;9;39;88
2347167796;12/04/2016;9;40;89
2347167796;12/04/2016;9;41;84
2347167796;12/04/2016;9;42;80
2347167796;12/04/2016;9;43;82
2347167796;12/04/2016;9;44;75
2347167796;12/04/2016;9;45;73
2347167796;12/04/2016;9;46;72
2347167796;12/04/2016;9;47;75
2347167796;12/04/2016;9;48;82
2347167796;12/04/2016;9;49;94
2347167796;12/04/2016;9;50;79
2347167796;12/04/2016;9;51;78
2347167796;12/04/2016;9;52;83
2347167796;12/04/2016;9;53;82
2347167796;12/04/2016;9;54;78
2347167796;12/04/2016;9;55;80
2347167796;12/04/2016;9;56;90
2347167796;12/04/2016;9;57;96
2347167796;12/04/2016;9;58;85
2347167796;12/04/2016;9;59;83
2347167796;12/04/2016;10;  -  ;78
2347167796;12/04/2016;10;1;86
2347167796;12/04/2016;10;2;96
2347167796;12/04/2016;10;3;78
2347167796;12/04/2016;10;4;84
2347167796;12/04/2016;10;5;94
2347167796;12/04/2016;10;6;94
2347167796;12/04/2016;10;7;78
2347167796;12/04/2016;10;8;75
2347167796;12/04/2016;10;9;79
2347167796;12/04/2016;10;10;73
2347167796;12/04/2016;10;11;79
2347167796;12/04/2016;10;12;82
2347167796;12/04/2016;10;13;83
2347167796;12/04/2016;10;14;87
2347167796;12/04/2016;10;15;81
2347167796;12/04/2016;10;16;85
2347167796;12/04/2016;10;17;92
2347167796;12/04/2016;10;18;97
2347167796;12/04/2016;10;19;96
2347167796;12/04/2016;10;20;92
2347167796;12/04/2016;10;21;96
2347167796;12/04/2016;10;22;99
2347167796;12/04/2016;10;23;74
2347167796;12/04/2016;10;24;71
2347167796;12/04/2016;10;25;72
2347167796;12/04/2016;10;26;71
2347167796;12/04/2016;10;27;72
2347167796;12/04/2016;10;28;69
2347167796;12/04/2016;10;29;68
2347167796;12/04/2016;10;30;70
2347167796;12/04/2016;10;31;67
2347167796;12/04/2016;10;32;71
2347167796;12/04/2016;10;33;70
2347167796;12/04/2016;10;34;72
2347167796;12/04/2016;10;35;76
2347167796;12/04/2016;10;36;76
2347167796;12/04/2016;10;37;74
2347167796;12/04/2016;10;38;69
2347167796;12/04/2016;10;39;69
2347167796;12/04/2016;10;40;73
2347167796;12/04/2016;10;41;73
2347167796;12/04/2016;10;42;69
2347167796;12/04/2016;10;43;70
2347167796;12/04/2016;10;44;70
2347167796;12/04/2016;10;45;71
2347167796;12/04/2016;10;46;70
2347167796;12/04/2016;10;47;67
2347167796;12/04/2016;10;48;72
2347167796;12/04/2016;10;49;73
2347167796;12/04/2016;10;50;70
2347167796;12/04/2016;10;51;74
2347167796;12/04/2016;10;52;70
2347167796;12/04/2016;10;53;73
2347167796;12/04/2016;10;54;82
2347167796;12/04/2016;10;55;82
2347167796;12/04/2016;10;56;66
2347167796;12/04/2016;10;57;67
2347167796;12/04/2016;10;58;78
2347167796;12/04/2016;10;59;89
2347167796;12/04/2016;11;  -  ;92
2347167796;12/04/2016;11;1;84
2347167796;12/04/2016;11;2;82
2347167796;12/04/2016;11;3;88
2347167796;12/04/2016;11;4;90
2347167796;12/04/2016;11;5;98
2347167796;12/04/2016;11;6;107
2347167796;12/04/2016;11;7;110
2347167796;12/04/2016;11;8;112
2347167796;12/04/2016;11;9;113
2347167796;12/04/2016;11;10;114
2347167796;12/04/2016;11;11;112
2347167796;12/04/2016;11;12;111
2347167796;12/04/2016;11;13;109
2347167796;12/04/2016;11;14;110
2347167796;12/04/2016;11;15;111
2347167796;12/04/2016;11;16;111
2347167796;12/04/2016;11;17;110
2347167796;12/04/2016;11;18;110
2347167796;12/04/2016;11;19;111
2347167796;12/04/2016;11;20;115
2347167796;12/04/2016;11;21;111
2347167796;12/04/2016;11;22;106
2347167796;12/04/2016;11;23;105
2347167796;12/04/2016;11;24;103
2347167796;12/04/2016;11;25;96
2347167796;12/04/2016;11;26;72
2347167796;12/04/2016;11;27;62
2347167796;12/04/2016;11;28;61
2347167796;12/04/2016;11;29;65
2347167796;12/04/2016;11;30;66
2347167796;12/04/2016;11;31;66
2347167796;12/04/2016;11;32;65
2347167796;12/04/2016;11;33;64
2347167796;12/04/2016;11;34;67
2347167796;12/04/2016;11;35;63
2347167796;12/04/2016;11;36;62
2347167796;12/04/2016;11;37;64
2347167796;12/04/2016;11;38;69
2347167796;12/04/2016;11;39;73
2347167796;12/04/2016;11;40;76
2347167796;12/04/2016;11;41;71
2347167796;12/04/2016;11;42;73
2347167796;12/04/2016;11;43;77
2347167796;12/04/2016;11;44;81
2347167796;12/04/2016;11;45;90
2347167796;12/04/2016;11;46;104
2347167796;12/04/2016;11;47;98
2347167796;12/04/2016;11;48;69
2347167796;12/04/2016;11;49;67
2347167796;12/04/2016;11;50;67
2347167796;12/04/2016;11;51;77
2347167796;12/04/2016;11;52;78
2347167796;12/04/2016;11;53;68
2347167796;12/04/2016;11;54;66
2347167796;12/04/2016;11;55;72
2347167796;12/04/2016;11;56;77
2347167796;12/04/2016;11;57;83
2347167796;12/04/2016;11;58;91
2347167796;12/04/2016;11;59;90
2347167796;12/04/2016;12;  -  ;90
2347167796;12/04/2016;12;1;89
2347167796;12/04/2016;12;2;88
2347167796;12/04/2016;12;3;92
2347167796;12/04/2016;12;4;87
2347167796;12/04/2016;12;5;65
2347167796;12/04/2016;12;6;68
2347167796;12/04/2016;12;7;75
2347167796;12/04/2016;12;8;87
2347167796;12/04/2016;12;9;94
2347167796;12/04/2016;12;10;83
2347167796;12/04/2016;12;11;71
2347167796;12/04/2016;12;12;70
2347167796;12/04/2016;12;13;66
2347167796;12/04/2016;12;14;67
2347167796;12/04/2016;12;15;70
2347167796;12/04/2016;12;16;69
2347167796;12/04/2016;12;17;69
2347167796;12/04/2016;12;18;69
2347167796;12/04/2016;12;19;67
2347167796;12/04/2016;12;20;66
2347167796;12/04/2016;12;21;71
2347167796;12/04/2016;12;22;75
2347167796;12/04/2016;12;23;81
2347167796;12/04/2016;12;24;84
2347167796;12/04/2016;12;25;84
2347167796;12/04/2016;12;26;86
2347167796;12/04/2016;12;27;89
2347167796;12/04/2016;12;28;86
2347167796;12/04/2016;12;29;92
2347167796;12/04/2016;12;30;107
2347167796;12/04/2016;12;31;112
2347167796;12/04/2016;12;32;81
2347167796;12/04/2016;12;33;62
2347167796;12/04/2016;12;34;65
2347167796;12/04/2016;12;35;64
2347167796;12/04/2016;12;36;75
2347167796;12/04/2016;12;37;84
2347167796;12/04/2016;12;38;81
2347167796;12/04/2016;12;39;64
2347167796;12/04/2016;12;40;58
2347167796;12/04/2016;12;41;57
2347167796;12/04/2016;12;42;58
2347167796;12/04/2016;12;43;64
2347167796;12/04/2016;12;44;66
2347167796;12/04/2016;12;45;70
2347167796;12/04/2016;12;46;71
2347167796;12/04/2016;12;47;69
2347167796;12/04/2016;12;48;70
2347167796;12/04/2016;12;49;69
2347167796;12/04/2016;12;50;73
2347167796;12/04/2016;12;51;72
2347167796;12/04/2016;12;52;69
2347167796;12/04/2016;12;53;62
2347167796;12/04/2016;12;54;63
2347167796;12/04/2016;12;55;62
2347167796;12/04/2016;12;56;63
2347167796;12/04/2016;12;57;64
2347167796;12/04/2016;12;58;64
2347167796;12/04/2016;12;59;63
2347167796;12/04/2016;13;  -  ;63
2347167796;12/04/2016;13;1;79
2347167796;12/04/2016;13;2;90
2347167796;12/04/2016;13;3;93
2347167796;12/04/2016;13;4;94
2347167796;12/04/2016;13;5;96
2347167796;12/04/2016;13;6;96
2347167796;12/04/2016;13;7;88
